"👉HP EliteBook 840 G3 14in (256 GB SSD, Intel Core i5 6th Gen 2.40 GHz, 8 GB.",$130.00,US,$92.00,US,,Used,https://www.ebay.com/itm/275910169256?epid=22051229592&hash=item403d8712a8%3Ag%3AMbMAAOSwEVZkWyZf&amdata=enc%3AAQAIAAAA4B7EB%2Bz2IflJRY%2FprOtcPJvQQhnIK5qiw0YwXQnb7e3Ab6n70K8975msrFwCicaKGQ4fUfrEbyeUKY%2BA1CFZdVqSL%2F030zBh8U%2B%2F%2BlAG96U7wBiH9pKQPWyPI8l0nSbwFrhmjLDleho9u6bHwuSLMgk5tW9qYF1l3ESpgMBpVnpYLqotyVBDheyEWpIk%2BTxMkO%2BuxYwjft96bo5jEUiPHBfA1OH6bjdwOdJlAa467XFYOWf9taz0Fx8DKKegqe%2F7DbxQB%2FEmIVpTH5SDsPUneSneIMbJ%2FMD1pX6NwK3iknJB%7Ctkp%3ABk9SR8DZwoOcYg&LH_Auction=1
"HP 440 G4 FHD 14"" Laptop (Intel i7 -7500U 2.7 GHz/8GB DDR4/480GB SSD/Win 11 Pro)",,,$150.00,US,,Used,https://www.ebay.com/itm/256114938412?hash=item3ba1a3d22c%3Ag%3AkB4AAOSwpLRkWx5Q&amdata=enc%3AAQAIAAAAwGOw9OZc3p1SIVaWNxBlqm9UW%2B9t6uK5bOXJEQ5Ja6uqG5F7tOcdY5rGZmfGxkXOUimK3rfZoQ7mePywT6WU8Gpd3oGifo8iMCY83L1ZPPuR%2FZsMCN5rNJoUtxuR26scb%2BbkJCBTR%2FPAblY2vhssaEJplDcEX3AjiGvp5Gc7agV9jnRI3zQJ6nhUV%2FFnwM%2FNreFUoHEyq1JyCCFNb%2FpAFFaZzPSa9BOnu9hivK2cab9sOEGDqQselqV17aaCJ%2FJZjg%3D%3D%7Ctkp%3ABk9SR8DZwoOcYg&LH_Auction=1
"Lenovo Chromebook 10.1"" FHD (64GB SSD , MediaTek Helio P60, 2.0GHz,4GB RAM)...",$179.00,US,$100.00,US,,Used,https://www.ebay.com/itm/145148525117?epid=27056070168&hash=item21cb86ba3d%3Ag%3AkbkAAOSwgydkWxLQ&amdata=enc%3AAQAIAAAA4GtfrfNbOOU4SseFxSVsMAPMnONi6yQIG8VlhQE5W3tXVvsNuNH%2F3jvEkVGj%2ByQqdctNF8aLEmf9TZptG5AlbazNKZGkDA%2FoX3%2Fq52HJZbXeEacGj5cuXieX5DvPnhEzmxOtrP0f0AB8lFU5Mhy%2BU4gFkBXG5%2BGDP0hPG%2B9Fu1d5KjBEy97jqRVxwp%2FGtDs9656TdSBF%2FEJGV7QAfOFICsLwxkmEXK1WpuGyKlusJC7M7DEvw99e44BP7%2Ba%2FV%2FGJeQteDLz7esw4luGBbM5xQccboudnSbizTwxXSBEe1TKW%7Ctkp%3ABk9SR8DZwoOcYg&LH_Auction=1
HP 15-BS2xx N5000 1.10GHz 4GB Ram Windows 10 Home - repaired Monitor Hinge,$114.89,US,$88.37,US,,Used,https://www.ebay.com/itm/285338579143?hash=item426f8130c7%3Ag%3ALpAAAOSwcqhkWxKT&amdata=enc%3AAQAIAAAA4AsBZhnTU4t6BH8yuBI82OVu%2BXWKkLymlRfk6jfe05AjfkbiRo8aWc3X5Z3j0w3s2ixdy5kxYRrRfCZpIHXu%2FZmvs0LjOCLrFIaDwMQUZt505YJATgIp0lZyRyR3oDd9dXC5tgoFROp6noCGUkecHtTGrtj4XgJ6v8FwqAx8emHRQdVarOficXUofoJcF1xNN%2BcS02W5QXSly4Nor%2FEym0DBTaxVcpvNgnq5eHvSMqKfMQaCkXAtHRB3XcobRlshweSdlPj%2F%2Fd0szc1fJQhmYN%2F6iLWJ6wna6CjWOoZOD6o4%7Ctkp%3ABk9SR8DZwoOcYg&LH_Auction=1
HP Chromebook 11 G5 EE Intel 1.6GHz 16GB SSD 4GB Ram 1FX82UT Works Great,,,$19.95,US,,Used,https://www.ebay.com/itm/175782243329?hash=item28ed702c01%3Ag%3ASSAAAOSw0aBkbMoa&amdata=enc%3AAQAIAAAAwFJhHFSSlASezwW9%2BMT3J3bHdPzd%2Fj%2FgLaWAx7Xq9%2FpNNDY0%2BF2iUvyCE4NHPyIsW2A0pk7Ff6EMFYR7JANdE8VzjXHKQ16Kfz19SgWj%2BO32nR6XOKcGMgSB3ymFQmEpb%2FxMx0m8m%2FJJGHSehOrRqpx%2Ba3vQZx%2FrTzYD0q3g3jEF2Sqe2CiSPsvJ3SaTfSqd2QiF0Mc058TR%2FeaCeud8tBZJfGYW9pcvAxW5s%2B55B%2FRFcGl1licsffXZX8BrENrOlw%3D%3D%7Ctkp%3ABk9SR8DZwoOcYg&LH_Auction=1
chromebook flip touchscreen C3202C,,,$70.00,US,,Used,https://www.ebay.com/itm/155620411796?hash=item243bb30994%3Ag%3AMFQAAOSwkGJkWty9&amdata=enc%3AAQAIAAAA4CRs3GtEpoagXnYYB0KeafkQO21weAxUAhScSZBHO46MuuM78n3OsaTOpyGkZ6VdEmxiNallApQ1vrEEz4huX1JCe%2BG0knCMQE%2BFBI%2BwfXgyf31T5DnKjoBo9sHa4JKvZwcL7DBMfcHJdF5DOu%2BLUDGxkvUc3ztgwesbv2TP0AgvGm6RHXu%2B6pVdA1opAfTjwFDhG1OW%2FFMmrfBUNsU37lPzfYJkUJ4ZHFcCHIx3V35LpOWHVhzjpB3a95G2lyVBir9BdVkrhjzyi%2BbKQZXBJ8RHH1lZvEAvlQRpr7uECWEo%7Ctkp%3ABk9SR8LZwoOcYg&LH_Auction=1
"HP EliteBook 840 G6 14"" (240 SSD, Intel Core i5-8265U, 1.60 GHz, 16GB)",$350.00,US,$225.00,US,,Used,https://www.ebay.com/itm/125984493527?hash=item1d5542cfd7%3Ag%3A23IAAOSwVppkWtyX&amdata=enc%3AAQAIAAAA4HQC4reEzNJKYi04tKlXyQMjdsAwCgfZ7zngKSwbDIheAlwoAQlIoArNyrUpqmvjqq9KNDbYHQkq4JcV%2BjrtAFvG9RWaGGHYoaelFlQ3In00iQIO8gRqmVzfWSSIhAAPwKh4hjXwRLOvWSWqkqZ9UFWFBuAqdC8FXMermsndHB8HYSHYZ5rH%2BdcO1A89mZAWB3AbM8gDHNU1DnME1hN8DJZpx%2By3upLeM5bJolPJZrrKo9pV4xJlNYbd5wtEuAWYn2QqKF0U7OnS11uE7WaJ6zqp4wjmWPXijmdlc0Q%2BrZyF%7Ctkp%3ABk9SR8LZwoOcYg&LH_Auction=1
"Lenovo ThinkBook 13x G2 13.3"" Touchscreen, i7-1255U 16GB/512GB, Iris Xe, W11p","$1,008.00",US,$775.00,US,,Open box,https://www.ebay.com/itm/155616648837?epid=9060859683&hash=item243b799e85%3Ag%3AmVYAAOSwYZVkWtH4&amdata=enc%3AAQAIAAAAwBJonY2AKQkVnjHEu%2FyX8IgOfwO6yuAjJNYPWWfHphandzG4i02I1GA0tL7cUSS9hXbYKaV4syAvjB4W%2BBK3YEb4FtW%2FbSMhVNGW1bqIxIHNKr04IGKog6xzH5DRdUseujv63EWw4HuWDdjeN1N%2BheFi3hDL8mJ5qY5NBdlpmCGx5AXTQ0qAi9vHEl%2Bf67GaJX5fVCKCnxleQ137N5%2BBLuDQLmWwsEY10BXe5WYX5dpp6OVuADF%2FOAIz4t2Aun8%2FUA%3D%3D%7Ctkp%3ABk9SR8LZwoOcYg&LH_Auction=1
"*AS-IS* Dell Latitude 3460 14"" Core i3-5005U 2.0GHz 8GB 500GB HDD Laptop (B637)",,,$24.95,US,,For parts or not working,https://www.ebay.com/itm/204373314471?epid=1301597628&hash=item2f95994ba7%3Ag%3AEFQAAOSwA19kkg2S&amdata=enc%3AAQAIAAAA4LU18IVQK59Tz9XZwDamvv4UjEVgLM7zyjBPF5NaWRq5WjvW9DyujJrHJIdNdFs1Ud9YKY%2BAmxf%2BSktyi%2B5TvYb%2FEZ%2FQV8L2tBdNuxRXeU2iD3v2P29Vu64udGtaZTR5sf8WFsTz00MMpWFkQu4dRC0XQ8we8q4mHsvYKqIrX0a6CZY9bDhP3NEAvwZqkbWkamGKFNQRgzdri5AYLoUBghwDEvybGPW0tSYyBs5Q48NeaD1Dt2uo69YkAbP5wzBu9vKLwAaikekXjTStATx3OZGIDeLuhtX2xvH7ryvvIQM8%7Ctkp%3ABk9SR8LZwoOcYg&LH_Auction=1
,,,,,,,https://ebay.com/itm/123456?hash=item28caef0a3a:g:E3kAAOSwlGJiMikD&amdata=enc%3AAQAHAAAAsJoWXGf0hxNZspTmhb8%2FTJCCurAWCHuXJ2Xi3S9cwXL6BX04zSEiVaDMCvsUbApftgXEAHGJU1ZGugZO%2FnW1U7Gb6vgoL%2BmXlqCbLkwoZfF3AUAK8YvJ5B4%2BnhFA7ID4dxpYs4jjExEnN5SR2g1mQe7QtLkmGt%2FZ%2FbH2W62cXPuKbf550ExbnBPO2QJyZTXYCuw5KVkMdFMDuoB4p3FwJKcSPzez5kyQyVjyiIq6PB2q%7Ctkp%3ABlBMULq7kqyXYA
"*AS-IS* Dell Latitude 3460 14"" Core i3-5005U 2.0GHz 8GB 500GB HDD Laptop (B637)",,,$24.95,US,,For parts or not working,https://www.ebay.com/itm/204373314471?epid=1301597628&hash=item2f95994ba7%3Ag%3AEFQAAOSwA19kkg2S&amdata=enc%3AAQAIAAAA4LU18IVQK59Tz9XZwDamvv4UjEVgLM7zyjBPF5NaWRq5WjvW9DyujJrHJIdNdFs1Ud9YKY%2BAmxf%2BSktyi%2B5TvYb%2FEZ%2FQV8L2tBdNuxRXeU2iD3v2P29Vu64udGtaZTR5sVjoTck3ymJpcFDpYfsG2wGl517CR1SjxYL3g7rjKfXxjW0aD6FaOfIX6QEO%2BiIWb%2F0HaBnkla%2B4jD9wSFkWP6%2Fbf%2FMCteb%2FqtIjjbFpPM2vgmnaoj7SA%2BitWdhT3HkgPk7edCWU8Yjbd40DqGxR7YWD1cHFTsuzTvcltQNm5x8%2F%7Ctkp%3ABk9SR6zbzIOcYg&LH_Auction=1
14 inch laptop window 11 pro,$200.00,US,$150.00,US,,Used,https://www.ebay.com/itm/155620005773?hash=item243bacd78d%3Ag%3Ayq0AAOSw4RRkWpQT&amdata=enc%3AAQAIAAAA4OwHbuaqNL1bPWcASEvbyf%2FK1pBv7B37jZA6xdMf224MkanLpU7xK%2BwGz4iHbkdC33dMxTLQbyN6O%2B3oBrYSsVd%2B%2BgkEdbxQ9oDlyA59zSJmZBI9hHATstuPmZTyjbx74Ep3fcjisGHwztfunyapuVdvT71AVl3y0gGoKAlGC6CDlsjJwqnjd8Ppz%2BwSVfh%2F5VGSYyUVY574g90LbAwkpHvIBoyVkEFamd%2ByB6m6aUQ%2BwDJBj%2BZ7JRtTSeiwUCN%2F0dNmaN5LdU7gFB3WSVwAmTnuHfaaIdP%2By6PKb0HrQgwc%7Ctkp%3ABk9SR6zbzIOcYg&LH_Auction=1
Slightly Used Silver Microsoft Surface Pro 4 i5(m3) 4gb 128gb Bundle,$225.00,US,$100.00,US,,Used,https://www.ebay.com/itm/185947796833?hash=item2b4b5a3561%3Ag%3AorYAAOSwzl1kWlyM&amdata=enc%3AAQAIAAAA4OvBuDlJawDh8GZni7YGyNm%2FYP27BO%2FL9DPAAs6j%2Bntko2eQORaRoK0AmJBJcTH6UMi7duJUCwIxd13%2B%2FzyK0mWI%2Bd4kwn7o2sWtmsRYnlRlUTPlUeUkoEmFpu5yIZdhOicbox%2BRYbrXvfXKgamuZ76dj7RZyNP0iJJxB%2BtYKRgiqEE6rk3yuiGQ8oCZO2sUAvN64HidOkQzE%2Bt%2Boei2xvJ%2Fu%2BU3ix8jV2fiCYMklGbpL8FivZjzitIXpN7o6uKqyyifXC9xDNgL2%2FXbZ%2F2qhm9zlBXT9HCZjBpXQa6E%2FHqu%7Ctkp%3ABk9SR6zbzIOcYg&LH_Auction=1
Lenovo IdeaPad 330 Intel Core i7-8550U - new keyboard and touchpad - Used,,,$175.00,US,,Used,https://www.ebay.com/itm/404343333057?hash=item5e24bda0c1%3Ag%3ABQQAAOSwpQJkWk1S&amdata=enc%3AAQAIAAAAwGYy%2Fgf6M%2F1zJhatfqvofewYcodxSHGdENN8uYZWOMAWxK3s5UXgOCl3w2fXHP2Sm1D%2BknK1BODacRxxodBmAmtaJBde6GNFBwfftDEI0HlXNSjVHUyfT2dzzVUHVCOZWeXK4%2F9psgd3vKx%2Bhr0OEJ7xrvJcKFqAw98YPWu1lhRNT%2Ba47cRJpGvJOYhmioqXt6PXFJBjfyTubHmzGqHiL50LwwdQqHkHssDXcB7s8gLry3BGGMov0SoFkKGkFO%2BN7w%3D%3D%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
LENOVO THINKPAD X1 CARBON  i5 8th gen 256GB SSD Webcam 16 GB Windows 10 pro,,,$400.00,US,,Used,https://www.ebay.com/itm/175781315457?hash=item28ed620381%3Ag%3AKVgAAOSwRmJkUWf2&amdata=enc%3AAQAIAAAAwNrhxB%2BnfmY0N5xD%2BZvvXA%2FllJRXDGN4%2BJGeGJ13YWTxbbphNmLqZtazUjU8cSP%2BSwi8PIKurIGsOMRrGDe0eMafvI9NCS%2BymYO%2B2qjpwR8Xe6Mn6amSR%2BgtGI73nsB5nxnXc3m7npITf6GV65b%2BFmyX4aO0KY82WtaRUaHWPL1SvC%2BRki62AmyyufSzS6o81qUC5Lx1OkUOaeSadRAWOoK0cJ2%2FGbciAgyxWUV6B4K92D5tqRyenxNmgtASKCG06Q%3D%3D%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
"ASUS ROG Strix Scar 15 15.6"" (1TB SSD, Intel Core i9 12th Gen., 5.00 GHz, 16GB)",,,"$1,850.00",US,,Used,https://www.ebay.com/itm/115834487195?epid=6053627037&hash=item1af846019b%3Ag%3AZwMAAOSwh-djsNdR&amdata=enc%3AAQAIAAAAwH9NOIsUw%2FHnKYz4nZ3iJ%2B8MhEOxc86rdLdLf59xGAHcktJ30gcxZQbnVxIgj0ekqQzE7TZTBvCjRwoC7S60EUoWf4Nxd7YTD%2FBdvi1A856EJMulO%2Bh9Gz4vfeQ3APCKyh8rCgOERugZUyrLByprW61DxD%2Fe%2F9parB8lRr2VIP5gP1EqRcjqKOzNvjGtPXsSIgq43jLYxJCv4iZXpm%2Fj8ClTJz6m0KcepAivCsGFohM0xgXJ%2Bj655%2Bzmc5IrCV9a4g%3D%3D%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
HP Pavilion Convertible Laptop - Silver 15-CR0037WM,,,$80.00,US,,For parts or not working,https://www.ebay.com/itm/266305431754?epid=25028669793&hash=item3e010a68ca%3Ag%3AkkMAAOSwG0hkWbg5&amdata=enc%3AAQAIAAAA4Oe3ws0jXIvfHiQe9Ms15ns804Y6IQvq3DIPyMeh7POhz5%2Fks626tkDL8oVqo3A4o60Z13rmP4yjkNnbwE%2Fova72ufo%2FyxSoxGW9%2BCi0J5HRQh5RPfktqsWSjBrdfBSDUxaoOlDwgmbLT9YK9lKBVTvrX3tVKAiKDP20SuFL1M1f2msH2WWCEOv3kwg7dWncjGezg5eSiH43O3%2FKeXlfqiL4W0%2FtwVFkTUh253a4zsiDaTtHZZJFvKF52Z6vYo7pEBbE6lcbO2xFoLDOCeiQcNCPkiJ3uAzVKVBHN1nQLKRV%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
"Lenovo Yoga Book Android, gunmetal grey. Does not hold a charge.",$65.00,US,$50.00,US,,For parts or not working,https://www.ebay.com/itm/314659247078?hash=item49432713e6%3Ag%3AknEAAOSwG0hkWbhV&amdata=enc%3AAQAIAAAAwNZ24w9k5rMSaO%2FOKjAsF0rNx%2BtoOBHq9G3xa%2BSuWz1wyrFOQNC%2BctFRnavGxr87e2i56fTu7%2B8EwGTenoE6YnenT6aY6joxArRLtRPUaoIfic50uxCDF6nyKk9qLDF%2BZz3bcy6%2BvkYUvPCG4gIOvRMOZX9N8kLfysSRbD1%2FZRFw4yOq13GEK5gGFWBA4x2nTu6FIqoyWv60xOzjQ8EDV5IzXtd978B6NMwNrf%2FvqMjWJtez5QuAFSK%2F%2BUXrjdGn%2BQ%3D%3D%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
"ASUS - ROG Zephyrus M15 15.6"" 4K Ultra HD Gaming Laptop - Intel Core i7 - 16GB ","$1,100.00",US,$700.00,US,,Used,https://www.ebay.com/itm/195830254844?epid=11044563035&hash=item2d98648cfc%3Ag%3AJSYAAOSw7bdkWbmZ&amdata=enc%3AAQAIAAAAwBDX%2BEpEJw7pFnreEJEw24P4L0V%2FJYszVupJesph3wVRYvcSHkAIKh%2BsyDop1oHHnHdqQKwntjHBJPKKcyB1nlVroe37wXQ5mVNnhkM4CcMSbs6xsTaYK%2ByuuD%2BhtvxL3dwPhQpWlq4h7hesBQN69kyOdOSOxQe5DIu8PWiOjl5XmLW84ntMnmkq4a6M5oiXGoE481Q4CZOGVg3wS1LFFyOlbGNFFYdMG8NLiSq1vzcrVM3hywi%2B8xhE4g88rqbxyw%3D%3D%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
"HP 15.6"" Laptop Intel Quad-Core N5000 2.7GHz 128GB SSD 4GB RAM WINDOWS10 - RED",$300.00,US,$150.00,US,,Used,https://www.ebay.com/itm/354860920640?epid=7038891743&hash=item529f5bef40%3Ag%3AHI8AAOSw6LtkWaM%7E&amdata=enc%3AAQAIAAAAwH8cFpaYqBZW25f3OXeHmytNXAkKJL%2BYr6b%2FUpkRGC2nGFJNekzOONQVUaFcWqdOzZ0%2B8izx0eoxVtblt8iYg%2F05BS%2BqeuBTxTce9CalF2Ji%2Bi1YnKWpNF6kVORea46Orrn1SNGPchoO6wpqzFaFmnLqCWPM%2FWPbHxLc5I3OPVe8XE21oU19Ok5OKUq8jJ3lW450KpNuVvAieR6dDBLqfwgskNmFUZm9%2B1qjisFLzU5cyXX%2BHPUsnqiUW2Kl7WU2yw%3D%3D%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
Dell Latitude 7280 Intel Core i5 2.40GHz 256GB 16GB RAM new battery + charger,,,$139.00,US,,Used,https://www.ebay.com/itm/304986881712?hash=item4702a27eb0%3Ag%3AXVIAAOSweMZkWZxY&amdata=enc%3AAQAIAAAA4DUXTx3snyCtA5QgOudRVbLPjRSoRmZg1rYEljVaJ3w1L01TyYZX%2B5I7XtW7z3zW7XhAUKlgAO4M9DaJ%2BZEBVA8GhvzMN8YjmcZb0BTv34xGHs06oMCavtubSEv6CHNANwovKhwOOJkpLE7qYwzbzvFG%2FwKpJL%2BXjczDtmtSjh9Tp4CAJBJzfx%2BnS0pqBATqgSw0hMop5mlp%2BG4TFl0QiPMudpMMXA1RPgO4YRG29B7%2FJM%2B1M7qX865ylhLgcVSqj4CjcEgedXHY1d963vyoZiEsST6e2%2BWgf%2FMxqUbsPtp2%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
Dell Alienware 17 R4 P31E Gaming Laptop with charger and carrying case,$850.00,US,$375.00,US,,Used,https://www.ebay.com/itm/204372155068?hash=item2f95879abc%3Ag%3Ad0oAAOSwXINkQuqN&amdata=enc%3AAQAIAAAAwAQOdpIoWONzRKbaHfS8EBnUTJX1kGVgJHEfoGdk7J1VrS0vFOxs%2FUsW0grhFsAOJOie%2Bc0izmE24DrSDFKyxnhGxM0zDrJoLCzqe%2Bk%2B0ORfi3GXXpv7fJEHn%2BVwZN8vUHBsjsmyXKzY4ykq2bt6bo6wwrm50iZ59QkwfGakG7E2uwGX%2F%2FriEVyMW6LdoW8I%2FA5TJnBbYEI1YDIXrQbDQBNWBOsn90nnuEemVBg%2B3EQURPUWD8UZLhx%2Bd2a3j0EKkg%3D%3D%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
"MSI GS75 Stealth-203 17.3"" NVIDIA RTX 2070 8G Max-Q 144Hz 3ms, Intel i7-8750H ",,,$540.00,US,,Used,https://www.ebay.com/itm/394686083442?hash=item5be51fb172%3Ag%3A3bYAAOSwLuFkWMlN&amdata=enc%3AAQAIAAAAwPdFcBnKUX96wxYYyr1A9bty4c%2BPp7K6wWIUO0QmTM%2FEnZLLczMIuNp2Xhdy%2BJ71bvph6Jr0AVY%2FyQCgx6OGSZdssf7vqKKxrL8Qnhp4pbLdFru26OVX32ybtaJ8L3x371PBNpQgHFqmrBuD8TTO0xqbmkdUb15ReLF70xb9nNjm8fsR8OYWgetuQY7pZOSftcSXFjs3Ej%2FxJgV0gNwK3WXTFtK1S8TIeI6mEC7rsYzgct5hscZArVIeEWLj7%2Fd8fw%3D%3D%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
"Microsoft Surface Pro 9 - i7/16GB/512gb 13"" 2-in-1 Laptop Computer Windows 11 -",,,"$1,850.00",US,,New,https://www.ebay.com/itm/295760015672?epid=2328105339&hash=item44dcabb138%3Ag%3AZOMAAOSwl8NkWYSg&amdata=enc%3AAQAIAAAAwGo34jSvbcH3wVsUAT%2BpNT6b%2BuScE9Ux76o55YbNWY6nn3yjwwwj0utIWE4tqjmJyPm1IkPf69X5yuykMf2vZFC8dvwxq0tGnzgpdfe%2BI8GtN1vaO3hPnFt7QQjUQTc2bBFgclvn54x%2FCeI9OTN4djrQqlOWzIe%2BCYGSQj1mv4FPybRKK2blRyeWcey83eUUr5kTvH0LCYIYx2jbdfRZnRG7Vn5UixTW%2F1oGd%2Bq3yft7JcmL3bDbWbS8U%2BpAbRJGzA%3D%3D%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
"SGIN Laptop 15.6 Inch, 4GB DDR4 128GB SSD Windows 11 Laptops with Intel Celeron",$450.00,US,$300.00,US,,New,https://www.ebay.com/itm/314654996677?hash=item4942e638c5%3Ag%3AXNYAAOSwV91kWXgy&amdata=enc%3AAQAIAAAA4CPggZA7b9aJI5ZWFMd%2FkkrrKEoMe2ZCyiCXiX9B41UM%2F%2B%2F4NvPk%2FXF0ysQdONEc8i7jQmJUPNBlEVzKpOsIhMObjxztawjh2ovc%2F3XrY0%2Bto6%2FxzAhzSuzuG0x%2Fne%2F697WD9AlpVq4qXdUzPjty5nQb9Cvi8POnoU8idlvmLatkmiZ7vU%2BZ30gXPMi5S2XZ8pp78yT5yhF0oMSFejae%2BTbBVl3OaCTJKyKzgr4rKw8BLRDsDEAXu17UQTmpphXx4nnhPyO%2Bf87rdAQZHHlFbzc%2FDfuJXpdq8lkQ3ZWLROMl%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
"Microsoft Surface Pro 3 12"" Intel Core i7 4650U 1.70GHZ 8GB 512GB SSD Windows 10",$250.00,US,$45.00,US,,Used,https://www.ebay.com/itm/134620316042?hash=item1f57ff018a%3Ag%3A-l8AAOSwhtNkWWgY&amdata=enc%3AAQAIAAAAwP3dUblXHOOvYoMWTpfiU7Cl17xcjiVAS12LBthNSx%2BWr16FqsejrMhtwXeJhULi3%2Bkn%2Bg6pdXTr1Yecw7zZorsHQeuhVX%2BXr35naC6gvRiMcsmdWfNmiJn%2BAqpdTrcCIi9ns83w5bk8ssl7ncQ7tiL%2Fg0TqZXUunZGnbqdBJtFokrFuIBXt43Rj8vAIDqvPtjHZ9rxfxxkOjZCYWLlTNZxkc7iHZjRCJ2IpKQFzAQA4FK2NCax%2FAZCqWwcFwB9b6Q%3D%3D%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
MSI GE66 Raider Dragonshield LE Gaming Laptop,"$1,400.00",US,"$1,000.00",US,,Used,https://www.ebay.com/itm/394694391963?hash=item5be59e789b%3Ag%3AKA0AAOSwXlBkWuZg&amdata=enc%3AAQAIAAAAwN5hguNWRGRbY%2B%2FVllARP3KDcTWyxJgDnbfBjoTG9C%2F%2F%2FwsLFb35BCtvlswsS00Jzx4CRia0uD4pm691EjBuxTp9G98opdJ9dHH4GdOAPfj06dhTG%2Br2bOUVxuUkGXqMyr3QKldNrbQkMoDwjMEUBu%2B7QPTlQ3ixdVotj47umrJnPpdOuqiWCGrDyyKmZC6Bt4qNv9HEsUZmke5vJEQvfdjmzuYTsZUTaS0TTMy1%2F6sRQj1oWyZvACvzPqQzk%2FKmUw%3D%3D%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
Dell Inspiron 1545 Laptop with SSD,$120.00,US,$89.00,US,,Used,https://www.ebay.com/itm/125982925200?hash=item1d552ae190%3Ag%3ArR0AAOSwRQNkWWDh&amdata=enc%3AAQAIAAAAwI8mBRVMxNfdZNdEW6K8kUuOEJfBhkkKfiFF%2BQejFybN%2BvIwvAzFgiIgGMrfE80QGd2%2BN4syoYhvvxl1TWERRw1J2kQOzHTWsAV4u%2Bt471Ti2P4qp9HzXlwpz3l5sJSSJhYQJmdqAXDqK40Rsdm9WmmiCZj5cOV70KP66A9XcGO%2FNKGSJmA8qZBp88tt3AC3SJ2UjpMa5FRzrR75mc6nQoKq6V8kI%2B1hkMy8B5AvZhocZJyrbLfldsZuV%2BUXI0oKJg%3D%3D%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
T490s Lenovo ThinkPad Laptop - Type 20NY Silver Touch Screen- 512 SSD - 16GB Ram,$499.99,US,$349.99,US,,Used,https://www.ebay.com/itm/325700399978?hash=item4bd541b36a%3Ag%3AG2cAAOSwMQ9kWTy9&amdata=enc%3AAQAIAAAAwHvB6jOC0gSkW5yojTanVeUQj3DUHROBXzXq%2BpEf9uX0n11wb8zHZp9kX0N6sf9boW3Kj7YSE18AFAPXxyV0mKNbfuuQGpK5eKOWAmhRYc4vfufhVrbbYHo3AKfedPEECmUsW4FESj7Cf%2Fvph2zTGK%2BCwarFjE%2B%2B1IodHrvOAwhN2YeZE5HcxOhtW0jIkuvbgJWVJdbwx%2BreshUGNd0%2BRPjueUUt4anB0lzS5JEQBCrg31TZhFm0syEeESgND9XQog%3D%3D%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
"DynaBook Satellite PRO L50 15.6"" i7-10510U 1.80Ghz 16GB Ram 512GB M.2 I 27974WK",,,$50.00,US,,Used,https://www.ebay.com/itm/364314860398?hash=item54d2db9b6e%3Ag%3Apf8AAOSwkGJkWTuk&amdata=enc%3AAQAIAAAA4AfVZlyILvYwgYrBqBDQt0cWz14wcTOCSweI7Rker3s242AqJ7tpTmcFkH8vo%2BBMvknsOfL7JH9W4hp4BhHVBA4cLEiTNq2KOOch8KaQ0NOtYvmp7JnXzVBVC%2FWHviy3r03S6jM5e0taeSLQbPISWvn7UzVags9uDTdTwXk5wmqZiZMPURvNI0mQJFyAvy4umcCqHWS8OnGWlIlBhxSLthKT3TLfyFtg4vDlZFXCHV9NYLCVAJuFO0Q48Oih50qd%2B53fKuQSc4RhiUQi7fJyXj4Kn5fTmfycqr%2FrR%2FCAqnhz%7Ctkp%3ABk9SR67bzIOcYg&LH_Auction=1
"Dell Chromebooks PT22 4GB RAM, 16GB SSD W. Charger X 5",,,$250.00,C,,For parts or not working,https://www.ebay.com/itm/334919212716?hash=item4dfabd9eac%3Ag%3AA4cAAOSw-dxkVSLt&amdata=enc%3AAQAIAAAAwJcA0OIdvyK9uY3Xa7pY%2FQrHNzgPKIObVGVNnkulBLoz1VMDpmcW2jJLUKEUmHMj6fbkQ85kZewMEy%2Bd5yRaYDgwpD3IaNV2VrCZ82NaC8t7EXMtjvrNbIvpobIc0sCVsEbteUl6lSfZIS5x6etxNFaAv48umuL27wnwp4rL8iygLnZYGfh2e55QuntqgRL8pzXZJrnt%2F8jghdZnSCGuIaveeddhQnfKlVXW%2B0ZKWhI6NGwqLum7YgArTl0fdWzsow%3D%3D%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
